0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0ghjj
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0hgjhjh
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.01 , 0
0.02 , 0
0.02 , 0
0.02 , 0
0.02 , 0
0.02 , 0
0.02 , 0
0.02 , 0
0.02 , 0
0.02 , 0
0.02 , 0
0.02 , 0
0.02 , 0
0.02 , 0
0.02 , 0
0.02 , 0
0.02 , 0
0.02 , 0
0.02 , 0
0.02 , 0
0.02 , 0
0.02 , 0
0.02 , 0
0.02 , 0
0.02 , 0
0.02 , 0
0.02 , 0
0.02 , 0
0.02 , 0
0.02 , 0
0.02 , 0
0.02 , 0
0.02 , 0
0.02 , 0
0.02 , 0
0.02 , 0
0.02 , 0
0.02 , 0
0.02 , 0
0.02 , 0
0.02 , 0
0.02 , 0
0.02 , 0
0.02 , 0
0.02 , 0
0.02 , 0
0.02 , 0
0.02 , 0
0.02 , 0
0.02 , 0
0.02 , 0
0.02 , 0
0.02 , 0
0.02 , 0
0.02 , 0
0.02 , 0
0.02 , 0
0.02 , 0
0.02 , 0
0.02 , 0
0.02 , 0
0.02 , 0
